run_id,path,filename,ext,file_type,size_bytes,created,last_modified,last_accessed,sha1,extraction_status,skipped_reason
6df0377a-407f-43df-a613-a1f29eacce44,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10248.pdf,invoice_10248.pdf,.pdf,application/pdf,2052,2024-05-23T12:43:08+00:00,2024-05-23T12:43:08+00:00,2025-08-17T08:52:39.541927+00:00,3926299043221aec1b9681218ac6658d45e2d428,ok,
6df0377a-407f-43df-a613-a1f29eacce44,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10274.pdf,invoice_10274.pdf,.pdf,application/pdf,1987,2024-05-23T12:43:08+00:00,2024-05-23T12:43:08+00:00,2025-08-17T08:52:39.540108+00:00,988558f9bcebf89e36a477b94e30485416e0d7f7,ok,
