run_id,path,filename,ext,extraction_status,skipped_reason,category,domain,tags,contains_pii,confidence,summary,pii,glossary_terms,ai_cost_usd,sha1,engine,pages,language,ai,size_bytes,timestamp
20250818_005609_8a3087c0,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10248.pdf,invoice_10248.pdf,.pdf,ok,,,,,,,,,,,3926299043221aec1b9681218ac6658d45e2d428,pymupdf,,,{},2052,2025-08-18T04:56:10.177215+00:00
20250818_005609_8a3087c0,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10274.pdf,invoice_10274.pdf,.pdf,ok,,,,,,,,,,,988558f9bcebf89e36a477b94e30485416e0d7f7,pymupdf,,,{},1987,2025-08-18T04:56:10.182043+00:00
20250818_005609_8a3087c0,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10512.pdf,invoice_10512.pdf,.pdf,ok,,,,,,,,,,,1438df61b9ec6f4b2573d3f20ffdb60993f44e2b,pymupdf,,,{},2102,2025-08-18T04:56:10.187466+00:00
20250818_005609_8a3087c0,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10506.pdf,invoice_10506.pdf,.pdf,ok,,,,,,,,,,,21d8c1e20bf6ade7b242804f8d6620102f5856aa,pymupdf,,,{},1992,2025-08-18T04:56:10.194199+00:00
20250818_005609_8a3087c0,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10260.pdf,invoice_10260.pdf,.pdf,ok,,,,,,,,,,,56f925cb10c53ec85550768c71773c358c93f2a1,pymupdf,,,{},2115,2025-08-18T04:56:10.200054+00:00
