run_id,path,filename,ext,file_type,size_bytes,created,last_modified,last_accessed,sha1,extraction_status,skipped_reason
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots/Screenshot 2025-07-18 150118.png,Screenshot 2025-07-18 150118.png,.png,image/png,72381,2025-08-13T21:54:56.406907+00:00,2025-07-18T20:01:19+00:00,2025-08-14T05:32:57.477129+00:00,19e83de603b7fe54c8be4f498c2e1c2de098164f,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots_unzipped/.DS_Store,.DS_Store,,application/octet-stream,6148,2025-08-13T21:54:56.670009+00:00,2025-08-09T21:50:10.631814+00:00,2025-08-11T23:04:51.208187+00:00,466398249edddf3994168842a9c3883b99e697c8,metadata_only,system_artifact
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots_unzipped/Screenshots/Screenshot 2025-07-25 075255.png,Screenshot 2025-07-25 075255.png,.png,image/png,359263,2025-08-13T21:54:56.655217+00:00,2025-08-04T05:23:07.690238+00:00,2025-08-13T23:42:19.838454+00:00,56fa1ddf609d9d02508e6dc86a3142e5fa8b6137,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots_unzipped/Screenshots/Screenshot 2025-07-30 202355.png,Screenshot 2025-07-30 202355.png,.png,image/png,43504,2025-08-13T21:54:56.658461+00:00,2025-08-04T05:23:07.691355+00:00,2025-08-13T23:42:20.929236+00:00,a482a9c3a5f78ceda80c025041ab17e818ea1f52,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots_unzipped/Screenshots/Screenshot 2025-07-03 110017.png,Screenshot 2025-07-03 110017.png,.png,image/png,374696,2025-08-13T21:54:56.661494+00:00,2025-08-04T05:23:07.686380+00:00,2025-08-13T23:42:21.277388+00:00,6f55579f3927de5a1b993cb5b890fa2a0ba1aef6,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots_unzipped/Screenshots/desktop.ini,desktop.ini,.ini,text/plain,190,2025-08-13T21:54:56.662241+00:00,2025-08-04T05:23:07.685012+00:00,2025-08-13T21:54:57.060526+00:00,98ea337d2e461aca1b460a417ac6067fc54a51c6,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots_unzipped/Screenshots/Screenshot 2025-07-21 095659.png,Screenshot 2025-07-21 095659.png,.png,image/png,75293,2025-08-13T21:54:56.666840+00:00,2025-08-04T05:23:07.687991+00:00,2025-08-13T23:42:21.498297+00:00,2d82656e02c569d599e59453d58e6a3321de36e1,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots_unzipped/Screenshots/Screenshot 2025-07-18 150118.png,Screenshot 2025-07-18 150118.png,.png,image/png,72381,2025-08-13T21:54:56.669241+00:00,2025-08-04T05:23:07.687221+00:00,2025-08-13T23:42:21.938452+00:00,19e83de603b7fe54c8be4f498c2e1c2de098164f,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/.DS_Store,.DS_Store,,application/octet-stream,6148,2025-08-13T21:54:56.671525+00:00,2025-08-09T21:50:10.629865+00:00,2025-08-11T23:04:51.210195+00:00,9239794f304f2c95b2ca387bc45373aaf26fab32,metadata_only,system_artifact
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/KA Walmart Spreadsheet Load.xlsx,KA Walmart Spreadsheet Load.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2547784,2025-08-13T21:54:56.787116+00:00,2025-08-01T13:42:32+00:00,2025-08-04T05:10:07.873503+00:00,7e603cee4dd3f6ab9d36753d64d8952ec1e10d4a,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/shoe sizes.pdf,shoe sizes.pdf,.pdf,application/pdf,24052,2025-08-13T21:54:56.792467+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:57.070875+00:00,5572bdffcb023d80bbf29ec19e3e8dba6f6c6206,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/bizm.docx,bizm.docx,.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,11770,2025-08-13T21:54:56.815374+00:00,2025-08-01T13:42:32+00:00,2025-08-04T05:10:07.874442+00:00,b3d30c9406039ab09aea2892adba6e1da7b0b861,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/CCP Mens and Youth Art.pdf,CCP Mens and Youth Art.pdf,.pdf,application/pdf,7544525,2025-08-13T21:54:56.898746+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:59.235575+00:00,1251461a618487f80698dfc0dc16d68217ecf578,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/.INDEX0000F3780F158030,.INDEX0000F3780F158030,,application/octet-stream,4194304,2025-08-13T21:54:56.900078+00:00,2025-08-01T13:42:32+00:00,2025-08-04T05:10:07.871396+00:00,03d9085b8a837cb3b4d1b5a10d6af5094009be25,metadata_only,system_artifact
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/CUSTOMER.MOD,CUSTOMER.MOD,.mod,text/plain,1287,2025-08-13T21:54:56.795630+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:57.083175+00:00,bd918abf1e3b9310ce722464c774c9b6b684f3d2,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON6.MOD,LESSON6.MOD,.mod,text/plain,1510,2025-08-13T21:54:56.796279+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:57.140911+00:00,3adf8369387d8dd174d1fc2057c763763bd4d72f,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON7.MOD,LESSON7.MOD,.mod,text/plain,1795,2025-08-13T21:54:56.797100+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:57.085199+00:00,2f452b8e91f02aca46cb940afe15b456f28e41a0,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON5.MOD,LESSON5.MOD,.mod,text/plain,2877,2025-08-13T21:54:56.797916+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:57.186139+00:00,a1f5a24092ca4dde61068728cefafc8764b56260,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON18.MOD,LESSON18.MOD,.mod,text/plain,3369,2025-08-13T21:54:56.798600+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:57.139429+00:00,bf9d020c4fe51dcb53c3c7bb60e8dddc9e6843a2,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON4.MOD,LESSON4.MOD,.mod,text/plain,2299,2025-08-13T21:54:56.799302+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:57.118516+00:00,13dcbb2d65c6875b99274ade0c43d9a96574da1f,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON3.MOD,LESSON3.MOD,.mod,text/plain,2298,2025-08-13T21:54:56.799977+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:57.204561+00:00,bb237c46cc53cbe84742dbdaf96993734bc9993e,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON2.MOD,LESSON2.MOD,.mod,text/plain,1260,2025-08-13T21:54:56.800529+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:57.840758+00:00,d9ff8d85fa1a8d0438e98e083c54fb4ac0764d72,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON12.MOD,LESSON12.MOD,.mod,text/plain,4920,2025-08-13T21:54:56.801315+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:57.200241+00:00,29dfc07947aeac8e6d72bac517760ccf9bad43d2,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON13.MOD,LESSON13.MOD,.mod,text/plain,2747,2025-08-13T21:54:56.801985+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:57.842203+00:00,de09d62100fdce0a5a584c1339d188e46130df77,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON11.MOD,LESSON11.MOD,.mod,text/plain,6039,2025-08-13T21:54:56.802767+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:57.843224+00:00,25549988bd5d40ac850362b5b5c45ecf59223784,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON10.MOD,LESSON10.MOD,.mod,text/plain,4371,2025-08-13T21:54:56.803523+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:57.173862+00:00,191e8b58112694095b4f363a3be1d3f18cbe263a,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON9.MOD,LESSON9.MOD,.mod,text/plain,2810,2025-08-13T21:54:56.804239+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:58.141462+00:00,444b52ac4f4e445986d6a9698c5cdf4f9c948031,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON14.MOD,LESSON14.MOD,.mod,text/plain,4937,2025-08-13T21:54:56.804939+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:58.156912+00:00,3aec0baf339ae2ca4b8c2dce76f83e5bbffa219b,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON15.MOD,LESSON15.MOD,.mod,text/plain,4940,2025-08-13T21:54:56.805735+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:58.154696+00:00,060bb6aee69bc50a200ff1545634c765f42999b0,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON8.MOD,LESSON8.MOD,.mod,text/plain,1735,2025-08-13T21:54:56.806499+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:58.151444+00:00,d1b30eddbb6cfa21cf2d6f04b193d2d57fcbc7de,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/LESSON16.MOD,LESSON16.MOD,.mod,text/plain,2104,2025-08-13T21:54:56.807062+00:00,2025-08-01T13:42:34+00:00,2025-08-13T21:54:58.856241+00:00,f218b272bb75333e8f9d19e84a2ba53f6b818b85,,
a7e07b77-1a36-410a-a29b-249f9c5ea183,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Client/Models/EMP_INFO.MOD,EMP_INFO.MOD,.mod,text/plain,4952,2025-08-13T21:54:56.807839+00:00,2025-08-01T13:42:32+00:00,2025-08-13T21:54:58.146955+00:00,d103bb2937d46a424c575a786f68a3e140750589,,
